epoch,loss,lr,mae,rmse,val_loss,val_mae,val_rmse
0,1.0071285963058472,0.0005,0.5332962274551392,0.7154048681259155,0.5856904983520508,0.2526756823062897,0.3008216321468353
1,0.7409454584121704,0.0005,0.36382824182510376,0.496584415435791,0.5376625061035156,0.15976132452487946,0.21113242208957672
2,0.6510544419288635,0.0005,0.299969345331192,0.39954498410224915,0.6312511563301086,0.3035650849342346,0.37663495540618896
3,0.5953593850135803,0.0005,0.253907173871994,0.32875150442123413,0.5501099824905396,0.20253576338291168,0.25547948479652405
4,0.5677388310432434,0.0005,0.22985194623470306,0.292114794254303,0.5362290740013123,0.18441392481327057,0.2378448247909546
5,0.5547822117805481,0.0005,0.2155470848083496,0.27889248728752136,0.5254929065704346,0.17362716794013977,0.22685474157333374
6,0.5315324664115906,0.0005,0.19333742558956146,0.2456756979227066,0.5126323103904724,0.15794791281223297,0.21128638088703156
7,0.5151453018188477,0.0005,0.17544719576835632,0.22404776513576508,0.5033881664276123,0.16052937507629395,0.20447835326194763
8,0.5036379098892212,0.0005,0.16698677837848663,0.21267548203468323,0.4927084147930145,0.15885165333747864,0.19448183476924896
9,0.49174609780311584,0.0005,0.15866562724113464,0.20044800639152527,0.48285627365112305,0.13129547238349915,0.18697069585323334
10,0.4810611605644226,0.0005,0.15045617520809174,0.19124983251094818,0.47091081738471985,0.130456805229187,0.17381376028060913
11,0.46881693601608276,0.0005,0.14117936789989471,0.1779504269361496,0.4758685529232025,0.1761474907398224,0.20647785067558289
12,0.46009543538093567,0.0005,0.1370760053396225,0.17465810477733612,0.4872126281261444,0.21020877361297607,0.2482859194278717
13,0.4596945643424988,0.0005,0.15019996464252472,0.1942862719297409,0.4549345076084137,0.1615516096353531,0.1921747624874115
14,0.44266071915626526,0.0005,0.1327940672636032,0.16853149235248566,0.44531089067459106,0.15906699001789093,0.18760670721530914
15,0.4334087073802948,0.0005,0.12911304831504822,0.16468897461891174,0.4333948791027069,0.14357121288776398,0.1769566833972931
16,0.428273469209671,0.0005,0.13339830935001373,0.17329223453998566,0.41981151700019836,0.13154859840869904,0.16059723496437073
17,0.41676247119903564,0.0005,0.127915158867836,0.16332681477069855,0.4155418872833252,0.1444379985332489,0.1725052148103714
18,0.40953052043914795,0.0005,0.12911130487918854,0.1662665605545044,0.4159693121910095,0.16437876224517822,0.1958979368209839
19,0.3939746618270874,0.0005,0.11168961226940155,0.14262114465236664,0.4033917188644409,0.1501196324825287,0.18468841910362244
20,0.38732650876045227,0.0005,0.11600018292665482,0.14843159914016724,0.3812040090560913,0.1130409687757492,0.1423407346010208
21,0.3809404969215393,0.0005,0.11809761077165604,0.15480436384677887,0.3740593492984772,0.12174979597330093,0.14632178843021393
22,0.36992475390434265,0.0005,0.1138409972190857,0.14570827782154083,0.36756470799446106,0.12457891553640366,0.15223799645900726
23,0.3624187111854553,0.0005,0.11652250587940216,0.14838318526744843,0.3583471477031708,0.12354347854852676,0.1493554562330246
24,0.3543645143508911,0.0005,0.11720650643110275,0.14918938279151917,0.36513271927833557,0.1665557324886322,0.19321486353874207
25,0.3430783748626709,0.0005,0.10807249695062637,0.13872003555297852,0.3401470184326172,0.11140584200620651,0.14366251230239868
26,0.3353208899497986,0.0005,0.11036640405654907,0.14059369266033173,0.3350518047809601,0.12436221539974213,0.15418605506420135
27,0.3245173990726471,0.0005,0.10234173387289047,0.13097599148750305,0.32672789692878723,0.13128137588500977,0.15382644534111023
28,0.31688192486763,0.0005,0.1026897057890892,0.13313770294189453,0.32593271136283875,0.15165691077709198,0.17614145576953888
29,0.31087613105773926,0.0005,0.10873807221651077,0.1393452137708664,0.3166866898536682,0.13977554440498352,0.17041507363319397
30,0.3035163879394531,0.0005,0.10985048115253448,0.13998159766197205,0.30408158898353577,0.13252009451389313,0.15575101971626282
31,0.29347601532936096,0.0005,0.10383695363998413,0.13196507096290588,0.29485705494880676,0.1259702444076538,0.15130764245986938
32,0.28687864542007446,0.0005,0.10557498037815094,0.1364927738904953,0.2806690037250519,0.10161131620407104,0.1283055692911148
33,0.276700884103775,0.0005,0.09914039820432663,0.1269499659538269,0.2843460142612457,0.13833114504814148,0.1664304882287979
34,0.2687436640262604,0.0005,0.09625943005084991,0.12532788515090942,0.27502498030662537,0.13576580584049225,0.16097907721996307
35,0.2616203725337982,0.0005,0.09741353988647461,0.12657475471496582,0.26978182792663574,0.12990491092205048,0.16740486025810242
36,0.25253981351852417,0.0005,0.09197492152452469,0.11941327154636383,0.266825407743454,0.1500854343175888,0.179817333817482
37,0.2483329325914383,0.0005,0.10246744751930237,0.1313277781009674,0.25282490253448486,0.13702645897865295,0.15957880020141602
38,0.23987118899822235,0.0005,0.09836455434560776,0.12617087364196777,0.2411355823278427,0.11927326768636703,0.14454622566699982
39,0.23172129690647125,0.0005,0.09401195496320724,0.12177730351686478,0.23273511230945587,0.11304330825805664,0.1395239681005478
40,0.2247680127620697,0.0005,0.09503132104873657,0.12138673663139343,0.22967761754989624,0.12416592985391617,0.152272030711174
41,0.2176843285560608,0.0005,0.0942327007651329,0.12009605765342712,0.21780124306678772,0.10309626907110214,0.1343565732240677
42,0.2129177302122116,0.0005,0.09871028363704681,0.12768656015396118,0.20678958296775818,0.08560676872730255,0.11655008047819138
43,0.20556281507015228,0.0005,0.09755850583314896,0.12422692030668259,0.20896506309509277,0.12276390939950943,0.14892415702342987
44,0.2000988870859146,0.0005,0.09750939905643463,0.1277126669883728,0.21377943456172943,0.1507713496685028,0.18235114216804504
45,0.1920059621334076,0.0005,0.09290925413370132,0.11994551122188568,0.18833908438682556,0.09283769875764847,0.11754931509494781
46,0.1848546415567398,0.0005,0.08960595726966858,0.11476985365152359,0.1835717260837555,0.09910787642002106,0.12243929505348206
47,0.18031026422977448,0.0005,0.09210647642612457,0.12057290971279144,0.18440407514572144,0.1243566945195198,0.14727464318275452
48,0.1738627701997757,0.0005,0.09037888050079346,0.11784099042415619,0.17489857971668243,0.11082182824611664,0.13359858095645905
49,0.1682494580745697,0.0005,0.09117189049720764,0.1173650249838829,0.17164354026317596,0.11499769240617752,0.14149582386016846
50,0.16162574291229248,0.0005,0.08567283302545547,0.11224516481161118,0.16091765463352203,0.08996440470218658,0.12130077928304672
51,0.1573432981967926,0.0005,0.08863390982151031,0.11670871824026108,0.1744186133146286,0.14780713617801666,0.182756245136261
52,0.15210583806037903,0.0005,0.09011474251747131,0.11643057316541672,0.16385748982429504,0.1400109827518463,0.16733184456825256
53,0.14657242596149445,0.0005,0.08797823637723923,0.11455774307250977,0.15566425025463104,0.1353665441274643,0.1575603485107422
54,0.14406760036945343,0.0005,0.09498360753059387,0.12411470711231232,0.14884284138679504,0.11591603606939316,0.15039180219173431
55,0.1367460936307907,0.0005,0.0873146578669548,0.11300824582576752,0.16420891880989075,0.15938177704811096,0.2065984606742859
56,0.1314072459936142,0.0005,0.08559613674879074,0.11000072211027145,0.13853733241558075,0.10852169990539551,0.14705422520637512
57,0.12746013700962067,0.0005,0.0872504860162735,0.11262383311986923,0.1432574838399887,0.14008955657482147,0.1755312979221344
58,0.12285710126161575,0.0005,0.08553900569677353,0.11181905120611191,0.14118458330631256,0.13161620497703552,0.18186339735984802
59,0.11761528253555298,0.0005,0.0831054225564003,0.10686244070529938,0.1265343278646469,0.11232729256153107,0.14969941973686218
60,0.11430621892213821,0.0005,0.0856768935918808,0.1098136454820633,0.12701956927776337,0.12999363243579865,0.16381889581680298
61,0.1108960285782814,0.0005,0.08609060198068619,0.11184239387512207,0.14482127130031586,0.17599208652973175,0.21963590383529663
62,0.10804896801710129,0.0005,0.0889487937092781,0.11484596878290176,0.1309547871351242,0.14301426708698273,0.1950197070837021
63,0.10492289066314697,0.0005,0.08958830684423447,0.11722054332494736,0.11970631033182144,0.13372571766376495,0.17437942326068878
64,0.10040248930454254,0.0005,0.08579210191965103,0.11302264034748077,0.12976157665252686,0.17348986864089966,0.20959605276584625
65,0.09709962457418442,0.0005,0.08855780214071274,0.11344534903764725,0.11551765352487564,0.1395406275987625,0.18178467452526093
66,0.09266848117113113,0.0005,0.08395400643348694,0.1083713099360466,0.1001688688993454,0.11535962671041489,0.14476539194583893
67,0.0916363000869751,0.0005,0.08967803418636322,0.11800259351730347,0.0964684709906578,0.11725687980651855,0.142693892121315
68,0.08843351155519485,0.0005,0.09019489586353302,0.11717552691698074,0.09638739377260208,0.12269975990056992,0.15240758657455444
69,0.0904473140835762,0.0005,0.10255265980958939,0.13491901755332947,0.11349796503782272,0.1617688685655594,0.20573531091213226
70,0.08473249524831772,0.0005,0.09187843650579453,0.1216624453663826,0.1419038325548172,0.21304576098918915,0.2708580195903778
71,0.08198033273220062,0.0005,0.09360934793949127,0.12109186500310898,0.09084655344486237,0.12279413640499115,0.15772058069705963
72,0.07865464687347412,0.0005,0.09103603661060333,0.1179315373301506,0.08049394935369492,0.10305941104888916,0.13061414659023285
73,0.07531178742647171,0.0005,0.08745245635509491,0.11389829963445663,0.11721178889274597,0.2069099098443985,0.2369108349084854
74,0.07303724437952042,0.0005,0.08736905455589294,0.11451660096645355,0.08428903669118881,0.1166662871837616,0.15999728441238403
75,0.07053136080503464,0.0005,0.08924514055252075,0.11368930339813232,0.08740489929914474,0.14748051762580872,0.17596125602722168
76,0.06856595724821091,0.0005,0.08626808226108551,0.1147652417421341,0.07021761685609818,0.09753616899251938,0.12630300223827362
77,0.06523169577121735,0.0005,0.08334936946630478,0.10962695628404617,0.07607022672891617,0.12981410324573517,0.15491952002048492
78,0.06350132077932358,0.0005,0.08551933616399765,0.11129462718963623,0.0681646540760994,0.10504311323165894,0.134322389960289
79,0.0616147480905056,0.0005,0.08381415158510208,0.11154184490442276,0.06095064803957939,0.08843818306922913,0.11319801211357117
80,0.06005874276161194,0.0005,0.08757542073726654,0.11336994171142578,0.10812800377607346,0.2060968428850174,0.2488289326429367
81,0.05906866863369942,0.0005,0.08860146254301071,0.11678466945886612,0.0847846046090126,0.16728393733501434,0.20060230791568756
82,0.057111531496047974,0.0005,0.08772154152393341,0.11472618579864502,0.06248539313673973,0.10743288695812225,0.13806043565273285
83,0.0559147484600544,0.0005,0.08813479542732239,0.11509247869253159,0.06182826682925224,0.10934125632047653,0.14155587553977966
84,0.05570858716964722,0.0005,0.0926077738404274,0.12111088633537292,0.060187261551618576,0.11203322559595108,0.14119753241539001
85,0.053579289466142654,0.0005,0.09051952511072159,0.11842583119869232,0.060713138431310654,0.12433087080717087,0.14812150597572327
86,0.05066636577248573,0.0005,0.08537798374891281,0.11240243166685104,0.0679636225104332,0.14603151381015778,0.1752149909734726
87,0.049691490828990936,0.0005,0.08766979724168777,0.11427658796310425,0.06582079082727432,0.14033550024032593,0.17288285493850708
88,0.04736758768558502,0.0005,0.08279137313365936,0.10965082049369812,0.06508830934762955,0.1413281112909317,0.17435483634471893
